structure,last phdos peak,sg_symbol,sg_number
"Full Formula (Cd1 C1 N2)
Reduced Formula: CdCN2
abc   :   5.304887   5.304887   5.304887
angles:  39.790312  39.790312  39.790312
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0.5       0.5       0.5
  1  N     0.584544  0.584544  0.584544
  2  N     0.415456  0.415456  0.415456
  3  Cd    0         0         0",2151.5856082151568,R-3m,166
"Full Formula (Rb2 Cu6 S4)
Reduced Formula: RbCu3S2
abc   :   3.918846   7.584076   8.531823
angles: 111.378994  90.000000 104.972780
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.810373  0.620747  0.319595
  1  S     0.189627  0.379253  0.680405
  2  S     0.524764  0.049528  0.247777
  3  S     0.475236  0.950472  0.752223
  4  Cu    0.407818  0.815636  0.365831
  5  Cu    0.309815  0.619631  0.579025
  6  Cu    0.064305  0.12861   0.410591
  7  Cu    0.935695  0.87139   0.589409
  8  Cu    0.690185  0.380369  0.420975
  9  Cu    0.592182  0.184364  0.634169
 10  Rb    0.864104  0.728207  0.956776
 11  Rb    0.135896  0.271793  0.043224",317.58575383804435,C2/m,12
"Full Formula (Ga2 Cu2 O4)
Reduced Formula: GaCuO2
abc   :   3.013403   3.013403  11.547924
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.411862
  1  O     0.666667  0.333333  0.911862
  2  O     0.333333  0.666667  0.088138
  3  O     0.666667  0.333333  0.588138
  4  Cu    0.666667  0.333333  0.75
  5  Cu    0.333333  0.666667  0.25
  6  Ga    0         0         0
  7  Ga    0         0         0.5",679.5857250945952,P6_3/mmc,194
"Full Formula (Ga2 Ag2 O4)
Reduced Formula: GaAgO2
abc   :   3.037434   3.037434  12.572118
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.419486
  1  O     0.666667  0.333333  0.919486
  2  O     0.333333  0.666667  0.080514
  3  O     0.666667  0.333333  0.580514
  4  Ga    0         0         0
  5  Ga    0         0         0.5
  6  Ag    0.666667  0.333333  0.75
  7  Ag    0.333333  0.666667  0.25",614.5857302557117,P6_3/mmc,194
"Full Formula (Sc2 Ag2 O4)
Reduced Formula: ScAgO2
abc   :   3.241221   3.241221  12.522619
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.417979
  1  O     0.666667  0.333333  0.917979
  2  O     0.333333  0.666667  0.082021
  3  O     0.666667  0.333333  0.582021
  4  Sc    0         0         0
  5  Sc    0         0         0.5
  6  Ag    0.666667  0.333333  0.75
  7  Ag    0.333333  0.666667  0.25",577.5857331935781,P6_3/mmc,194
"Full Formula (Ba1 O2)
Reduced Formula: BaO2
abc   :   3.865935   3.865935   4.432480
angles: 115.854778 115.854778  90.000000
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.392337  0.392337  0.784673         1
  1  O     0.607663  0.607663  0.215327         1
  2  Ba    0         0         0                1",910.5857067527812,I4/mmm,139
"Full Formula (Sr8 Si4)
Reduced Formula: Sr2Si
abc   :   5.149632   8.131755   9.617164
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Si    0.25  0.252304  0.102456
  1  Si    0.75  0.747696  0.897544
  2  Si    0.25  0.752304  0.397544
  3  Si    0.75  0.247696  0.602456
  4  Sr    0.75  0.981182  0.1733
  5  Sr    0.25  0.018818  0.8267
  6  Sr    0.75  0.481182  0.3267
  7  Sr    0.25  0.518818  0.6733
  8  Sr    0.25  0.650486  0.077853
  9  Sr    0.75  0.349514  0.922147
 10  Sr    0.25  0.150486  0.422147
 11  Sr    0.75  0.849514  0.577853",217.5857617782236,Pnma,62
"Full Formula (Cs2 Y2 Hg2 Se6)
Reduced Formula: CsYHgSe3
abc   :   4.308284   8.484373  11.189746
angles:  90.000000  90.000000 104.708133
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.939426  0.878852  0.25
  1  Se    0.060574  0.121148  0.75
  2  Se    0.382124  0.764248  0.540684
  3  Se    0.382124  0.764248  0.959316
  4  Se    0.617876  0.235752  0.040684
  5  Se    0.617876  0.235752  0.459316
  6  Y     0         0         0
  7  Y     0         0         0.5
  8  Cs    0.255343  0.510686  0.25
  9  Cs    0.744657  0.489314  0.75
 10  Hg    0.545115  0.09023   0.25
 11  Hg    0.454885  0.90977   0.75",199.5857632074558,Cmcm,63
"Full Formula (Li1 Zn1 P1 S4)
Reduced Formula: LiZnPS4
abc   :   5.820260   5.820260   6.132026
angles: 118.331937 118.331936  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  P     0.25      0.75      0.5
  2  S     0.926096  0.412145  0.269677
  3  S     0.587855  0.656419  0.730323
  4  S     0.142467  0.073904  0.730323
  5  S     0.343581  0.857533  0.269677
  6  Zn    0         0         0",571.5857336699888,I-4,82
"Full Formula (Ba4 Ca4 Sn4)
Reduced Formula: BaCaSn
abc   :   5.325224   8.910542   9.775419
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Ca    0.75  0.855837  0.571343
  1  Ca    0.25  0.644163  0.071343
  2  Ca    0.75  0.355837  0.928657
  3  Ca    0.25  0.144163  0.428657
  4  Sn    0.25  0.274894  0.108429
  5  Sn    0.75  0.225106  0.608429
  6  Sn    0.25  0.774894  0.391571
  7  Sn    0.75  0.725106  0.891571
  8  Ba    0.25  0.021431  0.81861
  9  Ba    0.75  0.978569  0.18139
 10  Ba    0.25  0.521431  0.68139
 11  Ba    0.75  0.478569  0.31861",170.5857655101078,Pnma,62
"Full Formula (Rb2 Se1)
Reduced Formula: Rb2Se
abc   :   5.743276   5.743276   5.743276
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Se    0     0     0
  1  Rb    0.75  0.75  0.75
  2  Rb    0.25  0.25  0.25",99.58577114763511,Fm-3m,225
"Full Formula (Li1 F1)
Reduced Formula: LiF
abc   :   2.887419   2.887419   2.887419
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Li    0    0    0
  1  F     0.5  0.5  0.5",593.5857319231493,Fm-3m,225
"Full Formula (Al4 O6)
Reduced Formula: Al2O3
abc   :   5.177955   5.177954   5.177956
angles:  55.289628  55.289607  55.289594
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.443855  0.056145  0.750001         0
  1  O     0.943855  0.250001  0.556145         0
  2  Al    0.647904  0.647903  0.647903         0
  3  Al    0.852097  0.852097  0.852097         0
  4  O     0.056144  0.75      0.443855         0
  5  O     0.750001  0.443856  0.056144         0
  6  Al    0.147904  0.147903  0.147903         0
  7  Al    0.352097  0.352096  0.352096         0
  8  O     0.25      0.556144  0.943855         0
  9  O     0.556144  0.943856  0.249999         0",792.5857161221927,R-3c,167
"Full Formula (Y1 Ni1 Sb1)
Reduced Formula: YNiSb
abc   :   4.499706   4.499706   4.499706
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ni    0.25  0.25  0.25
  1  Y     0.5   0.5   0.5
  2  Sb    0     0     0",204.58576281044685,F-43m,216
"Full Formula (Li2 S1)
Reduced Formula: Li2S
abc   :   4.045613   4.045613   4.045613
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Li    0.75  0.75  0.75
  2  S     0     0     0",457.5857427217933,Fm-3m,225
"Full Formula (Zr4 S2 N4)
Reduced Formula: Zr2SN2
abc   :   3.647014   3.647014  12.921597
angles:  90.000000  90.000000 120.000000
Sites (10)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  N     0.666667  0.333333  0.56825
  1  N     0.333333  0.666667  0.06825
  2  N     0.333333  0.666667  0.43175
  3  N     0.666667  0.333333  0.93175
  4  S     0         0         0.25
  5  S     0         0         0.75
  6  Zr    0.333333  0.666667  0.60251
  7  Zr    0.666667  0.333333  0.10251
  8  Zr    0.666667  0.333333  0.39749
  9  Zr    0.333333  0.666667  0.89749",679.5857250945952,P6_3/mmc,194
"Full Formula (Ba1 Ti1 B2 O6)
Reduced Formula: BaTi(BO3)2
abc   :   6.325424   6.325424   6.325424
angles:  47.294240  47.294240  47.294240
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.232762  0.232762  0.232762         1
  1  B     0.767238  0.767238  0.767238         1
  2  O     0.340645  0.927018  0.439829         1
  3  O     0.439829  0.340645  0.927018         1
  4  O     0.072982  0.560171  0.659355         1
  5  O     0.659355  0.072982  0.560171         1
  6  O     0.560171  0.659355  0.072982         1
  7  O     0.927018  0.439829  0.340645         1
  8  Ti    0.5       0.5       0.5              1
  9  Ba    0         0         0                1",1382.5856692751352,R-3,148
"Full Formula (Al4 Se6)
Reduced Formula: Al2Se3
abc   :   6.846805   6.890180   7.435106
angles: 116.565802  90.000000 119.791976
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.637738  0.082478  0.12941
  1  Al    0.44474   0.082478  0.62941
  2  Al    0.264797  0.400778  0.116548
  3  Al    0.13598   0.400778  0.616548
  4  Se    0.908975  0.996951  0.986712
  5  Se    0.087976  0.996951  0.486712
  6  Se    0.585178  0.343338  0.014903
  7  Se    0.75816   0.343338  0.514903
  8  Se    0.248118  0.676255  0.002427
  9  Se    0.428138  0.676255  0.502427",429.5857449450435,Cc,9
"Full Formula (Rb2 Pd3 S4)
Reduced Formula: Rb2Pd3S4
abc   :   6.236481   6.235897   7.581333
angles: 102.409591 102.412931 118.517420
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.220227  0.557126  0.777373
  1  S     0.442853  0.779752  0.222627
  2  S     0.557147  0.220248  0.777373
  3  S     0.779773  0.442874  0.222627
  4  Rb    0.84265   0.84265   0.685301
  5  Rb    0.15735   0.15735   0.314699
  6  Pd    0.5       0         0
  7  Pd    0.5       0.5       0
  8  Pd    0         0.5       0",348.5857513765887,Fmmm,69
"Full Formula (K2 Sb2 S4)
Reduced Formula: KSbS2
abc   :   6.486040   6.486040   6.976950
angles: 111.020344 111.020344  93.738267
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.219544  0.373347  0.279881
  1  S     0.626653  0.780456  0.220119
  2  S     0.373347  0.219544  0.779881
  3  S     0.780456  0.626653  0.720119
  4  K     0.857827  0.142173  0.75
  5  K     0.142173  0.857827  0.25
  6  Sb    0.585092  0.414908  0.25
  7  Sb    0.414908  0.585092  0.75",330.5857528058209,C2/c,15
"Full Formula (Si5 C5)
Reduced Formula: SiC
abc   :  12.780089  12.780089  12.780089
angles:  13.908593  13.908593  13.908593
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0.866645  0.866645  0.866645
  1  C     0.599852  0.599852  0.599852
  2  C     0.399896  0.399896  0.399896
  3  C     0.133401  0.133401  0.133401
  4  C     4.8e-05   4.8e-05   4.8e-05
  5  Si    0.916658  0.916658  0.916658
  6  Si    0.650009  0.650009  0.650009
  7  Si    0.450045  0.450045  0.450045
  8  Si    0.183405  0.183405  0.183405
  9  Si    0.050042  0.050042  0.050042",833.7677456801904,R3m,160
"Full Formula (Si4 C4)
Reduced Formula: SiC
abc   :   3.094006   3.094007  10.127816
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0.666667  0.333333  0.74982
  1  C     0.333333  0.666667  0.24982
  2  C     0         0         0.500434
  3  C     0         0         0.000434
  4  Si    0.666667  0.333333  0.937849
  5  Si    0.333333  0.666667  0.437849
  6  Si    0         0         0.687897
  7  Si    0         0         0.187897",907.5857069909863,P6_3mc,186
"Full Formula (Mg1 Sn1 B2 O6)
Reduced Formula: MgSn(BO3)2
abc   :   5.756901   5.756901   5.756901
angles:  48.936150  48.936150  48.936150
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.752396  0.752396  0.752396
  1  B     0.247604  0.247604  0.247604
  2  O     0.749932  0.461652  0.043215
  3  O     0.043215  0.749932  0.461652
  4  O     0.538348  0.956785  0.250068
  5  O     0.250068  0.538348  0.956785
  6  O     0.956785  0.250068  0.538348
  7  O     0.461652  0.043215  0.749932
  8  Mg    0         0         0
  9  Sn    0.5       0.5       0.5",1341.5856725306085,R-3,148
"Full Formula (Rb1 F1)
Reduced Formula: RbF
abc   :   4.058030   4.058030   4.058030
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  F     0.5  0.5  0.5
  1  Rb    0    0    0",233.5857605077949,Fm-3m,225
"Full Formula (K4 Zn1 P2)
Reduced Formula: K4ZnP2
abc   :   9.374467   9.374467   9.374467
angles:  35.238219  35.238219  35.238219
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.084462  0.084462  0.084462
  1  P     0.915538  0.915538  0.915538
  2  K     0.208549  0.208549  0.208549
  3  K     0.791451  0.791451  0.791451
  4  K     0.385609  0.385609  0.385609
  5  K     0.614391  0.614391  0.614391
  6  Zn    0         0         0",414.5857461360704,R-3m,166
"Full Formula (K1 La1 Te2)
Reduced Formula: KLaTe2
abc   :   8.659143   8.659143   8.659143
angles:  31.657189  31.657189  31.657189
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.5       0.5       0.5
  1  Te    0.261459  0.261459  0.261459
  2  Te    0.738541  0.738541  0.738541
  3  La    0         0         0",144.5857675745544,R-3m,166
"Full Formula (Ca3 P1 N1)
Reduced Formula: Ca3PN
abc   :   4.725532   4.725532   4.725532
angles:  90.000000  90.000000  90.000000
Sites (5)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  N     0.5  0.5  0.5
  1  P     0    0    0
  2  Ca    0.5  0    0.5
  3  Ca    0.5  0.5  0
  4  Ca    0    0.5  0.5",485.1102590218785,Pm-3m,221
"Full Formula (Hf1 Sn1 Pd1)
Reduced Formula: HfSnPd
abc   :   4.499679   4.499679   4.499679
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Pd    0.25  0.25  0.25         1
  1  Sn    0.5   0.5   0.5          1
  2  Hf    0     0     0            1",197.58576336625939,F-43m,216
"Full Formula (Zn1 Se1)
Reduced Formula: ZnSe
abc   :   4.060447   4.060447   4.060447
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Zn    0     0     0
  1  Se    0.25  0.25  0.25",224.58576122241104,F-43m,216
"Full Formula (Ca2 Be4 N4)
Reduced Formula: Ca(BeN)2
abc   :   5.233751   5.233751   5.233751
angles:  97.330202 115.862076 115.862076
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Be    0.752534  0.126267  0.626267
  1  Be    0.5       0.626267  0.873733
  2  Be    0.247466  0.873733  0.373733
  3  Be    0.5       0.373733  0.126267
  4  N     0.5       0.16942   0.33058
  5  N     0.838841  0.66942   0.16942
  6  N     0.161159  0.33058   0.83058
  7  N     0.5       0.83058   0.66942
  8  Ca    0         0.75      0.75
  9  Ca    0         0.25      0.25",1112.585690713619,I4/mcm,140
"Full Formula (Sr2 Be4 N4)
Reduced Formula: Sr(BeN)2
abc   :   5.509922   5.509922   5.509922
angles:  92.311890 118.674328 118.674328
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Be    0.75457   0.127285  0.627285
  1  Be    0.5       0.627285  0.872715
  2  Be    0.24543   0.872715  0.372715
  3  Be    0.5       0.372715  0.127285
  4  N     0.5       0.167828  0.332172
  5  N     0.835655  0.667828  0.167828
  6  N     0.164345  0.332172  0.832172
  7  N     0.5       0.832172  0.667828
  8  Sr    0         0.75      0.75
  9  Sr    0         0.25      0.25",1049.5856957159324,I4/mcm,140
"Full Formula (Rb4 Si2 S6)
Reduced Formula: Rb2SiS3
abc   :   6.961900   7.625193   8.745452
angles:  73.295973  66.544936  62.838094
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.114905  0.946049  0.824142
  1  Si    0.885095  0.053951  0.175858
  2  S     0.233839  0         0
  3  S     0.766161  0         0
  4  S     0.887824  0.838025  0.386328
  5  S     0.112176  0.161975  0.613672
  6  S     0.714031  0.351481  0.220456
  7  S     0.285969  0.648519  0.779544
  8  Rb    0.808204  0.569635  0.813958
  9  Rb    0.191796  0.430365  0.186042
 10  Rb    0.582928  0.200636  0.633507
 11  Rb    0.417072  0.799364  0.366493",579.5857330347744,C2/m,12
